PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Family_Size,Title,Deck,Side,Fare_Per_Person,AgeClass,Protocole,Gender
316,1,3,26.0,0,0,7.8542,2,0,2,-1,0,7.8542,78.0,1,0
317,1,2,24.0,1,0,26.0,2,1,4,-1,0,13.0,48.0,1,0
318,0,2,54.0,0,0,14.0,2,0,4,-1,0,14.0,108.0,0,1
319,1,1,31.0,0,2,164.8667,2,2,2,3,-1,54.95556666666667,31.0,1,0
320,1,1,40.0,1,1,134.5,0,2,4,5,1,44.833333333333336,40.0,1,0
321,0,3,22.0,0,0,7.25,2,0,3,-1,0,7.25,66.0,0,1
322,0,3,27.0,0,0,7.8958,2,0,3,-1,0,7.8958,81.0,0,1
323,1,2,30.0,0,0,12.35,1,0,2,-1,0,12.35,60.0,1,0
324,1,2,22.0,1,1,29.0,2,2,4,-1,0,9.666666666666666,44.0,1,0
325,0,3,25.14061971830986,8,2,69.55,2,10,3,-1,0,6.322727272727272,75.42185915492958,0,1
326,1,1,36.0,0,0,135.6333,0,0,2,3,1,135.6333,36.0,1,0
327,0,3,61.0,0,0,6.2375,2,0,3,-1,0,6.2375,183.0,0,1
328,1,2,36.0,0,0,13.0,2,0,4,4,0,13.0,72.0,1,0
329,1,3,31.0,1,1,20.525,2,2,4,-1,0,6.841666666666666,93.0,1,0
330,1,1,16.0,0,1,57.9792,0,1,2,2,1,28.9896,16.0,1,0
331,1,3,25.14061971830986,2,0,23.25,1,2,2,-1,0,7.75,75.42185915492958,1,0
332,0,1,45.5,0,0,28.5,2,0,3,3,1,28.5,45.5,0,1
333,0,1,38.0,0,1,153.4625,2,1,3,3,-1,76.73125,38.0,0,1
334,0,3,16.0,2,0,18.0,2,2,3,-1,0,6.0,48.0,0,1
335,1,1,38.233440860215055,1,0,133.65,2,1,4,-1,0,66.825,38.233440860215055,1,0
336,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
337,0,1,29.0,1,0,66.6,2,1,3,3,1,33.3,29.0,0,1
338,1,1,41.0,0,0,134.5,0,0,2,5,1,134.5,41.0,1,0
339,1,3,45.0,0,0,8.05,2,0,3,-1,0,8.05,135.0,0,1
340,0,1,45.0,0,0,35.5,2,0,3,7,0,35.5,45.0,0,1
341,1,2,2.0,1,1,26.0,2,2,1,6,1,8.666666666666666,4.0,1,1
342,1,1,24.0,3,2,263.0,2,5,2,3,-1,43.833333333333336,24.0,1,0
343,0,2,28.0,0,0,13.0,2,0,3,-1,0,13.0,56.0,0,1
344,0,2,25.0,0,0,13.0,2,0,3,-1,0,13.0,50.0,0,1
345,0,2,36.0,0,0,13.0,2,0,3,-1,0,13.0,72.0,0,1
346,1,2,24.0,0,0,13.0,2,0,2,6,-1,13.0,48.0,1,0
347,1,2,40.0,0,0,13.0,2,0,2,-1,0,13.0,80.0,1,0
348,1,3,25.14061971830986,1,0,16.1,2,1,4,-1,0,8.05,75.42185915492958,1,0
349,1,3,3.0,1,1,15.9,2,2,1,-1,0,5.3,9.0,1,1
350,0,3,42.0,0,0,8.6625,2,0,3,-1,0,8.6625,126.0,0,1
351,0,3,23.0,0,0,9.225,2,0,3,-1,0,9.225,69.0,0,1
352,0,1,38.233440860215055,0,0,35.0,2,0,3,3,1,35.0,38.233440860215055,0,1
353,0,3,15.0,1,1,7.2292,0,2,3,-1,0,2.409733333333333,45.0,0,1
354,0,3,25.0,1,0,17.8,2,1,3,-1,0,8.9,75.0,0,1
355,0,3,25.14061971830986,0,0,7.225,0,0,3,-1,0,7.225,75.42185915492958,0,1
356,0,3,28.0,0,0,9.5,2,0,3,-1,0,9.5,84.0,0,1
357,1,1,22.0,0,1,55.0,2,1,2,5,-1,27.5,22.0,1,0
358,0,2,38.0,0,0,13.0,2,0,2,-1,0,13.0,76.0,1,0
359,1,3,25.14061971830986,0,0,7.8792,1,0,2,-1,0,7.8792,75.42185915492958,1,0
360,1,3,25.14061971830986,0,0,7.8792,1,0,2,-1,0,7.8792,75.42185915492958,1,0
361,0,3,40.0,1,4,27.9,2,5,3,-1,0,4.6499999999999995,120.0,0,1
362,0,2,29.0,1,0,27.7208,0,1,3,-1,0,13.8604,58.0,0,1
363,0,3,45.0,0,1,14.4542,0,1,4,-1,0,7.2271,135.0,1,0
364,0,3,35.0,0,0,7.05,2,0,3,-1,0,7.05,105.0,0,1
365,0,3,25.14061971830986,1,0,15.5,1,1,3,-1,0,7.75,75.42185915492958,0,1
366,0,3,30.0,0,0,7.25,2,0,3,-1,0,7.25,90.0,0,1
367,1,1,60.0,1,0,75.25,0,1,4,4,-1,37.625,60.0,1,0
368,1,3,25.14061971830986,0,0,7.2292,0,0,4,-1,0,7.2292,75.42185915492958,1,0
369,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
370,1,1,24.0,0,0,69.3,0,0,4,2,-1,69.3,24.0,1,0
371,1,1,25.0,1,0,55.4417,0,1,3,5,1,27.72085,25.0,0,1
372,0,3,18.0,1,0,6.4958,2,1,3,-1,0,3.2479,54.0,0,1
373,0,3,19.0,0,0,8.05,2,0,3,-1,0,8.05,57.0,0,1
374,0,1,22.0,0,0,135.6333,0,0,3,-1,0,135.6333,22.0,0,1
375,0,3,3.0,3,1,21.075,2,4,2,-1,0,4.215,9.0,1,0
376,1,1,38.233440860215055,1,0,82.1708,0,1,4,-1,0,41.0854,38.233440860215055,1,0
377,1,3,22.0,0,0,7.25,2,0,2,-1,0,7.25,66.0,1,0
378,0,1,27.0,0,2,211.5,0,2,3,3,1,70.5,27.0,0,1
379,0,3,20.0,0,0,4.0125,0,0,3,-1,0,4.0125,60.0,0,1
380,0,3,19.0,0,0,7.775,2,0,3,-1,0,7.775,57.0,0,1
381,1,1,42.0,0,0,227.525,0,0,2,-1,0,227.525,42.0,1,0
382,1,3,1.0,0,2,15.7417,0,2,2,-1,0,5.247233333333333,3.0,1,0
383,0,3,32.0,0,0,7.925,2,0,3,-1,0,7.925,96.0,0,1
384,1,1,35.0,1,0,52.0,2,1,4,-1,0,26.0,35.0,1,0
385,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
386,0,2,18.0,0,0,73.5,2,0,3,-1,0,73.5,36.0,0,1
387,0,3,1.0,5,2,46.9,2,7,1,-1,0,5.8625,3.0,1,1
388,1,2,36.0,0,0,13.0,2,0,2,-1,0,13.0,72.0,1,0
389,0,3,25.14061971830986,0,0,7.7292,1,0,3,-1,0,7.7292,75.42185915492958,0,1
390,1,2,17.0,0,0,12.0,0,0,2,-1,0,12.0,34.0,1,0
391,1,1,36.0,1,2,120.0,2,3,3,2,1,30.0,36.0,0,1
392,1,3,21.0,0,0,7.7958,2,0,3,-1,0,7.7958,63.0,0,1
393,0,3,28.0,2,0,7.925,2,2,3,-1,0,2.6416666666666666,84.0,0,1
394,1,1,23.0,1,0,113.275,0,1,2,4,1,56.6375,23.0,1,0
395,1,3,24.0,0,2,16.7,2,2,4,8,1,5.566666666666666,72.0,1,0
396,0,3,22.0,0,0,7.7958,2,0,3,-1,0,7.7958,66.0,0,1
397,0,3,31.0,0,0,7.8542,2,0,2,-1,0,7.8542,93.0,1,0
398,0,2,46.0,0,0,26.0,2,0,3,-1,0,26.0,92.0,0,1
399,0,2,23.0,0,0,10.5,2,0,4,-1,0,10.5,46.0,0,1
400,1,2,28.0,0,0,12.65,2,0,4,-1,0,12.65,56.0,1,0
401,1,3,39.0,0,0,7.925,2,0,3,-1,0,7.925,117.0,0,1
402,0,3,26.0,0,0,8.05,2,0,3,-1,0,8.05,78.0,0,1
403,0,3,21.0,1,0,9.825,2,1,2,-1,0,4.9125,63.0,1,0
404,0,3,28.0,1,0,15.85,2,1,3,-1,0,7.925,84.0,0,1
405,0,3,20.0,0,0,8.6625,2,0,2,-1,0,8.6625,60.0,1,0
406,0,2,34.0,1,0,21.0,2,1,3,-1,0,10.5,68.0,0,1
407,0,3,51.0,0,0,7.75,2,0,3,-1,0,7.75,153.0,0,1
408,1,2,3.0,1,1,18.75,2,2,1,-1,0,6.25,6.0,1,1
409,0,3,21.0,0,0,7.775,2,0,3,-1,0,7.775,63.0,0,1
410,0,3,25.14061971830986,3,1,25.4667,2,4,2,-1,0,5.0933399999999995,75.42185915492958,1,0
411,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
412,0,3,25.14061971830986,0,0,6.8583,1,0,3,-1,0,6.8583,75.42185915492958,0,1
413,1,1,33.0,1,0,90.0,1,1,2,3,1,45.0,33.0,1,0
414,0,2,29.87763005780347,0,0,21.358661235955054,2,0,3,-1,0,21.358661235955054,59.75526011560694,0,1
415,1,3,44.0,0,0,7.925,2,0,3,-1,0,7.925,132.0,0,1
416,0,3,25.14061971830986,0,0,8.05,2,0,4,-1,0,8.05,75.42185915492958,1,0
417,1,2,34.0,1,1,32.5,2,2,4,-1,0,10.833333333333334,68.0,1,0
418,1,2,18.0,0,2,13.0,2,2,2,-1,0,4.333333333333333,36.0,1,0
419,0,2,30.0,0,0,13.0,2,0,3,-1,0,13.0,60.0,0,1
420,0,3,10.0,0,2,24.15,2,2,2,-1,0,8.049999999999999,30.0,1,0
421,0,3,25.14061971830986,0,0,7.8958,0,0,3,-1,0,7.8958,75.42185915492958,0,1
422,0,3,21.0,0,0,7.7333,1,0,3,-1,0,7.7333,63.0,0,1
423,0,3,29.0,0,0,7.875,2,0,3,-1,0,7.875,87.0,0,1
424,0,3,28.0,1,1,14.4,2,2,4,-1,0,4.8,84.0,1,0
425,0,3,18.0,1,1,20.2125,2,2,3,-1,0,6.7375,54.0,0,1
426,0,3,25.14061971830986,0,0,7.25,2,0,3,-1,0,7.25,75.42185915492958,0,1
427,1,2,28.0,1,0,26.0,2,1,4,-1,0,13.0,56.0,1,0
428,1,2,19.0,0,0,26.0,2,0,4,-1,0,26.0,38.0,1,0
429,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
430,1,3,32.0,0,0,8.05,2,0,3,5,1,8.05,96.0,0,1
431,1,1,28.0,0,0,26.55,2,0,3,3,1,26.55,28.0,0,1
432,1,3,25.14061971830986,1,0,16.1,2,1,4,-1,0,8.05,75.42185915492958,1,0
433,1,2,42.0,1,0,26.0,2,1,4,-1,0,13.0,84.0,1,0
434,0,3,17.0,0,0,7.125,2,0,3,-1,0,7.125,51.0,0,1
435,0,1,50.0,1,0,55.9,2,1,3,5,1,27.95,50.0,0,1
436,1,1,14.0,1,2,120.0,2,3,2,2,1,30.0,14.0,1,0
437,0,3,21.0,2,2,34.375,2,4,2,-1,0,6.875,63.0,1,0
438,1,2,24.0,2,3,18.75,2,5,4,-1,0,3.125,48.0,1,0
439,0,1,64.0,1,4,263.0,2,5,3,3,-1,43.833333333333336,64.0,0,1
440,0,2,31.0,0,0,10.5,2,0,3,-1,0,10.5,62.0,0,1
441,1,2,45.0,1,1,26.25,2,2,4,-1,0,8.75,90.0,1,0
442,0,3,20.0,0,0,9.5,2,0,3,-1,0,9.5,60.0,0,1
443,0,3,25.0,1,0,7.775,2,1,3,-1,0,3.8875,75.0,0,1
444,1,2,28.0,0,0,13.0,2,0,2,-1,0,13.0,56.0,1,0
445,1,3,25.14061971830986,0,0,8.1125,2,0,3,-1,0,8.1125,75.42185915492958,0,1
446,1,1,4.0,0,2,81.8583,2,2,1,1,1,27.2861,4.0,1,1
447,1,2,13.0,0,1,19.5,2,1,2,-1,0,9.75,26.0,1,0
448,1,1,34.0,0,0,26.55,2,0,3,-1,0,26.55,34.0,0,1
449,1,3,5.0,2,1,19.2583,0,3,2,-1,0,4.814575,15.0,1,0
450,1,1,52.0,0,0,30.5,2,0,3,3,1,30.5,52.0,0,1
451,0,2,36.0,1,2,27.75,2,3,3,-1,0,6.9375,72.0,0,1
452,0,3,25.14061971830986,1,0,19.9667,2,1,3,-1,0,9.98335,75.42185915492958,0,1
453,0,1,30.0,0,0,27.75,0,0,3,3,-1,27.75,30.0,0,1
454,1,1,49.0,1,0,89.1042,0,1,3,3,1,44.5521,49.0,0,1
455,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
456,1,3,29.0,0,0,7.8958,0,0,3,-1,0,7.8958,87.0,0,1
457,0,1,65.0,0,0,26.55,2,0,3,5,1,26.55,65.0,0,1
458,1,1,38.233440860215055,1,0,51.8625,2,1,4,4,-1,25.93125,38.233440860215055,1,0
459,1,2,50.0,0,0,10.5,2,0,2,-1,0,10.5,100.0,1,0
460,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
461,1,1,48.0,0,0,26.55,2,0,3,5,1,26.55,48.0,0,1
462,0,3,34.0,0,0,8.05,2,0,3,-1,0,8.05,102.0,0,1
463,0,1,47.0,0,0,38.5,2,0,3,5,-1,38.5,47.0,0,1
464,0,2,48.0,0,0,13.0,2,0,3,-1,0,13.0,96.0,0,1
465,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
466,0,3,38.0,0,0,7.05,2,0,3,-1,0,7.05,114.0,0,1
467,0,2,29.87763005780347,0,0,21.358661235955054,2,0,3,-1,0,21.358661235955054,59.75526011560694,0,1
468,0,1,56.0,0,0,26.55,2,0,3,-1,0,26.55,56.0,0,1
469,0,3,25.14061971830986,0,0,7.725,1,0,3,-1,0,7.725,75.42185915492958,0,1
470,1,3,0.75,2,1,19.2583,0,3,2,-1,0,4.814575,2.25,1,0
471,0,3,25.14061971830986,0,0,7.25,2,0,3,-1,0,7.25,75.42185915492958,0,1
472,0,3,38.0,0,0,8.6625,2,0,3,-1,0,8.6625,114.0,0,1
473,1,2,33.0,1,2,27.75,2,3,4,-1,0,6.9375,66.0,1,0
474,1,2,23.0,0,0,13.7917,0,0,4,4,0,13.7917,46.0,1,0
475,0,3,22.0,0,0,9.8375,2,0,2,-1,0,9.8375,66.0,1,0
476,0,1,38.233440860215055,0,0,52.0,2,0,3,1,1,52.0,38.233440860215055,0,1
477,0,2,34.0,1,0,21.0,2,1,3,-1,0,10.5,68.0,0,1
478,0,3,29.0,1,0,7.0458,2,1,3,-1,0,3.5229,87.0,0,1
479,0,3,22.0,0,0,7.5208,2,0,3,-1,0,7.5208,66.0,0,1
480,1,3,2.0,0,1,12.2875,2,1,2,-1,0,6.14375,6.0,1,0
481,0,3,9.0,5,2,46.9,2,7,1,-1,0,5.8625,27.0,0,1
482,0,2,29.87763005780347,0,0,21.358661235955054,2,0,3,-1,0,21.358661235955054,59.75526011560694,0,1
483,0,3,50.0,0,0,8.05,2,0,3,-1,0,8.05,150.0,0,1
484,1,3,63.0,0,0,9.5875,2,0,4,-1,0,9.5875,189.0,1,0
485,1,1,25.0,1,0,91.0792,0,1,3,2,-1,45.5396,25.0,0,1
486,0,3,25.14061971830986,3,1,25.4667,2,4,2,-1,0,5.0933399999999995,75.42185915492958,1,0
487,1,1,35.0,1,0,90.0,2,1,4,3,-1,45.0,35.0,1,0
488,0,1,58.0,0,0,29.7,0,0,3,2,-1,29.7,58.0,0,1
489,0,3,30.0,0,0,8.05,2,0,3,-1,0,8.05,90.0,0,1
490,1,3,9.0,1,1,15.9,2,2,1,-1,0,5.3,27.0,0,1
491,0,3,25.14061971830986,1,0,19.9667,2,1,3,-1,0,9.98335,75.42185915492958,0,1
492,0,3,21.0,0,0,7.25,2,0,3,-1,0,7.25,63.0,0,1
493,0,1,55.0,0,0,30.5,2,0,3,3,1,30.5,55.0,0,1
494,0,1,71.0,0,0,49.5042,0,0,3,-1,0,49.5042,71.0,0,1
495,0,3,21.0,0,0,8.05,2,0,3,-1,0,8.05,63.0,0,1
496,0,3,25.14061971830986,0,0,14.4583,0,0,3,-1,0,14.4583,75.42185915492958,0,1
497,1,1,54.0,1,0,78.2667,0,1,2,4,1,39.13335,54.0,1,0
498,0,3,25.14061971830986,0,0,15.1,2,0,3,-1,0,15.1,75.42185915492958,0,1
499,0,1,25.0,1,2,151.55,2,3,4,3,1,37.8875,25.0,1,0
500,0,3,24.0,0,0,7.7958,2,0,3,-1,0,7.7958,72.0,0,1
501,0,3,17.0,0,0,8.6625,2,0,3,-1,0,8.6625,51.0,0,1
502,0,3,21.0,0,0,7.75,1,0,2,-1,0,7.75,63.0,1,0
503,0,3,25.14061971830986,0,0,7.6292,1,0,2,-1,0,7.6292,75.42185915492958,1,0
504,0,3,37.0,0,0,9.5875,2,0,2,-1,0,9.5875,111.0,1,0
505,1,1,16.0,0,0,86.5,2,0,2,2,-1,86.5,16.0,1,0
506,0,1,18.0,1,0,108.9,0,1,3,3,-1,54.45,18.0,0,1
507,1,2,33.0,0,2,26.0,2,2,4,-1,0,8.666666666666666,66.0,1,0
508,1,1,38.233440860215055,0,0,26.55,2,0,3,-1,0,26.55,38.233440860215055,0,1
509,0,3,28.0,0,0,22.525,2,0,3,-1,0,22.525,84.0,0,1
510,1,3,26.0,0,0,56.4958,2,0,3,-1,0,56.4958,78.0,0,1
511,1,3,29.0,0,0,7.75,1,0,3,-1,0,7.75,87.0,0,1
512,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
513,1,1,36.0,0,0,26.2875,2,0,3,5,-1,26.2875,36.0,0,1
514,1,1,54.0,1,0,59.4,0,1,4,-1,0,29.7,54.0,1,0
515,0,3,24.0,0,0,7.4958,2,0,3,-1,0,7.4958,72.0,0,1
516,0,1,47.0,0,0,34.0208,2,0,3,4,1,34.0208,47.0,0,1
517,1,2,34.0,0,0,10.5,2,0,4,6,-1,10.5,68.0,1,0
518,0,3,25.14061971830986,0,0,24.15,1,0,3,-1,0,24.15,75.42185915492958,0,1
519,1,2,36.0,1,0,26.0,2,1,4,-1,0,13.0,72.0,1,0
520,0,3,32.0,0,0,7.8958,2,0,3,-1,0,7.8958,96.0,0,1
521,1,1,30.0,0,0,93.5,2,0,2,2,-1,93.5,30.0,1,0
522,0,3,22.0,0,0,7.8958,2,0,3,-1,0,7.8958,66.0,0,1
523,0,3,25.14061971830986,0,0,7.225,0,0,3,-1,0,7.225,75.42185915492958,0,1
524,1,1,44.0,0,1,57.9792,0,1,4,2,1,28.9896,44.0,1,0
525,0,3,25.14061971830986,0,0,7.2292,0,0,3,-1,0,7.2292,75.42185915492958,0,1
526,0,3,40.5,0,0,7.75,1,0,3,-1,0,7.75,121.5,0,1
527,1,2,50.0,0,0,10.5,2,0,2,-1,0,10.5,100.0,1,0
528,0,1,38.233440860215055,0,0,221.7792,2,0,3,3,-1,221.7792,38.233440860215055,0,1
529,0,3,39.0,0,0,7.925,2,0,3,-1,0,7.925,117.0,0,1
530,0,2,23.0,2,1,11.5,2,3,3,-1,0,2.875,46.0,0,1
531,1,2,2.0,1,1,26.0,2,2,2,-1,0,8.666666666666666,4.0,1,0
532,0,3,25.14061971830986,0,0,7.2292,0,0,3,-1,0,7.2292,75.42185915492958,0,1
533,0,3,17.0,1,1,7.2292,0,2,3,-1,0,2.409733333333333,51.0,0,1
534,1,3,25.14061971830986,0,2,22.3583,0,2,4,-1,0,7.452766666666666,75.42185915492958,1,0
535,0,3,30.0,0,0,8.6625,2,0,2,-1,0,8.6625,90.0,1,0
536,1,2,7.0,0,2,26.25,2,2,2,-1,0,8.75,14.0,1,0
537,0,1,45.0,0,0,26.55,2,0,3,2,1,26.55,45.0,0,1
538,1,1,30.0,0,0,106.425,0,0,2,-1,0,106.425,30.0,1,0
539,0,3,25.14061971830986,0,0,14.5,2,0,3,-1,0,14.5,75.42185915492958,0,1
540,1,1,22.0,0,2,49.5,0,2,2,2,-1,16.5,22.0,1,0
541,1,1,36.0,0,2,71.0,2,2,2,2,1,23.666666666666668,36.0,1,0
542,0,3,9.0,4,2,31.275,2,6,2,-1,0,4.4678571428571425,27.0,1,0
543,0,3,11.0,4,2,31.275,2,6,2,-1,0,4.4678571428571425,33.0,1,0
544,1,2,32.0,1,0,26.0,2,1,3,-1,0,13.0,64.0,0,1
545,0,1,50.0,1,0,106.425,0,1,3,3,1,53.2125,50.0,0,1
546,0,1,64.0,0,0,26.0,2,0,3,-1,0,26.0,64.0,0,1
547,1,2,19.0,1,0,26.0,2,1,4,-1,0,13.0,38.0,1,0
548,1,2,29.87763005780347,0,0,13.8625,0,0,3,-1,0,13.8625,59.75526011560694,0,1
549,0,3,33.0,1,1,20.525,2,2,3,-1,0,6.841666666666666,99.0,0,1
550,1,2,8.0,1,1,36.75,2,2,1,-1,0,12.25,16.0,0,1
551,1,1,17.0,0,2,110.8833,0,2,3,3,1,36.9611,17.0,0,1
552,0,2,27.0,0,0,26.0,2,0,3,-1,0,26.0,54.0,0,1
553,0,3,25.14061971830986,0,0,7.8292,1,0,3,-1,0,7.8292,75.42185915492958,0,1
554,1,3,22.0,0,0,7.225,0,0,3,-1,0,7.225,66.0,0,1
555,1,3,22.0,0,0,7.775,2,0,2,-1,0,7.775,66.0,1,0
556,0,1,62.0,0,0,26.55,2,0,3,-1,0,26.55,62.0,0,1
557,1,1,48.0,1,0,39.6,0,1,4,1,1,19.8,48.0,1,0
558,0,1,38.233440860215055,0,0,227.525,0,0,3,-1,0,227.525,38.233440860215055,0,1
559,1,1,39.0,1,1,79.65,2,2,4,5,-1,26.55,39.0,1,0
560,1,3,36.0,1,0,17.4,2,1,4,-1,0,8.7,108.0,1,0
561,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
562,0,3,40.0,0,0,7.8958,2,0,3,-1,0,7.8958,120.0,0,1
563,0,2,28.0,0,0,13.5,2,0,3,-1,0,13.5,56.0,0,1
564,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
565,0,3,25.14061971830986,0,0,8.05,2,0,2,-1,0,8.05,75.42185915492958,1,0
566,0,3,24.0,2,0,24.15,2,2,3,-1,0,8.049999999999999,72.0,0,1
567,0,3,19.0,0,0,7.8958,2,0,3,-1,0,7.8958,57.0,0,1
568,0,3,29.0,0,4,21.075,2,4,4,-1,0,4.215,87.0,1,0
569,0,3,25.14061971830986,0,0,7.2292,0,0,3,-1,0,7.2292,75.42185915492958,0,1
570,1,3,32.0,0,0,7.8542,2,0,3,-1,0,7.8542,96.0,0,1
571,1,2,62.0,0,0,10.5,2,0,3,-1,0,10.5,124.0,0,1
572,1,1,53.0,2,0,51.4792,2,2,4,3,-1,17.15973333333333,53.0,1,0
573,1,1,36.0,0,0,26.3875,2,0,3,5,-1,26.3875,36.0,0,1
574,1,3,25.14061971830986,0,0,7.75,1,0,2,-1,0,7.75,75.42185915492958,1,0
575,0,3,16.0,0,0,8.05,2,0,3,-1,0,8.05,48.0,0,1
576,0,3,19.0,0,0,14.5,2,0,3,-1,0,14.5,57.0,0,1
577,1,2,34.0,0,0,13.0,2,0,2,-1,0,13.0,68.0,1,0
578,1,1,39.0,1,0,55.9,2,1,4,5,1,27.95,39.0,1,0
579,0,3,25.14061971830986,1,0,14.4583,0,1,4,-1,0,7.22915,75.42185915492958,1,0
580,1,3,32.0,0,0,7.925,2,0,3,-1,0,7.925,96.0,0,1
581,1,2,25.0,1,1,30.0,2,2,2,-1,0,10.0,50.0,1,0
582,1,1,39.0,1,1,110.8833,0,2,4,3,1,36.9611,39.0,1,0
583,0,2,54.0,0,0,26.0,2,0,3,-1,0,26.0,108.0,0,1
584,0,1,36.0,0,0,40.125,0,0,3,1,1,40.125,36.0,0,1
585,0,3,25.14061971830986,0,0,8.7125,0,0,3,-1,0,8.7125,75.42185915492958,0,1
586,1,1,18.0,0,2,79.65,2,2,2,5,1,26.55,18.0,1,0
587,0,2,47.0,0,0,15.0,2,0,3,-1,0,15.0,94.0,0,1
588,1,1,60.0,1,1,79.2,0,2,3,2,-1,26.400000000000002,60.0,0,1
589,0,3,22.0,0,0,8.05,2,0,3,-1,0,8.05,66.0,0,1
590,0,3,25.14061971830986,0,0,8.05,2,0,3,-1,0,8.05,75.42185915492958,0,1
591,0,3,35.0,0,0,7.125,2,0,3,-1,0,7.125,105.0,0,1
592,1,1,52.0,1,0,78.2667,0,1,4,4,1,39.13335,52.0,1,0
593,0,3,47.0,0,0,7.25,2,0,3,-1,0,7.25,141.0,0,1
594,0,3,25.14061971830986,0,2,7.75,1,2,2,-1,0,2.5833333333333335,75.42185915492958,1,0
595,0,2,37.0,1,0,26.0,2,1,3,-1,0,13.0,74.0,0,1
596,0,3,36.0,1,1,24.15,2,2,3,-1,0,8.049999999999999,108.0,0,1
597,1,2,29.87763005780347,0,0,33.0,2,0,2,-1,0,33.0,59.75526011560694,1,0
598,0,3,49.0,0,0,13.787874948665301,2,0,3,-1,0,13.787874948665301,147.0,0,1
599,0,3,25.14061971830986,0,0,7.225,0,0,3,-1,0,7.225,75.42185915492958,0,1
600,1,1,49.0,1,0,56.9292,0,1,3,1,1,28.4646,49.0,0,1
601,1,2,24.0,2,1,27.0,2,3,4,-1,0,6.75,48.0,1,0
602,0,3,25.14061971830986,0,0,7.8958,2,0,3,-1,0,7.8958,75.42185915492958,0,1
603,0,1,38.233440860215055,0,0,42.4,2,0,3,-1,0,42.4,38.233440860215055,0,1
604,0,3,44.0,0,0,8.05,2,0,3,-1,0,8.05,132.0,0,1
605,1,1,35.0,0,0,26.55,0,0,3,-1,0,26.55,35.0,0,1
606,0,3,36.0,1,0,15.55,2,1,3,-1,0,7.775,108.0,0,1
607,0,3,30.0,0,0,7.8958,2,0,3,-1,0,7.8958,90.0,0,1
608,1,1,27.0,0,0,30.5,2,0,3,-1,0,30.5,27.0,0,1
609,1,2,22.0,1,2,41.5792,0,3,4,-1,0,10.3948,44.0,1,0
610,1,1,40.0,0,0,153.4625,2,0,2,3,-1,153.4625,40.0,1,0
611,0,3,39.0,1,5,31.275,2,6,4,-1,0,4.4678571428571425,117.0,1,0
612,0,3,25.14061971830986,0,0,7.05,2,0,3,-1,0,7.05,75.42185915492958,0,1
613,1,3,25.14061971830986,1,0,15.5,1,1,2,-1,0,7.75,75.42185915492958,1,0
614,0,3,25.14061971830986,0,0,7.75,1,0,3,-1,0,7.75,75.42185915492958,0,1
615,0,3,35.0,0,0,8.05,2,0,3,-1,0,8.05,105.0,0,1
616,1,2,24.0,1,2,65.0,2,3,2,-1,0,16.25,48.0,1,0
617,0,3,34.0,1,1,14.4,2,2,3,-1,0,4.8,102.0,0,1
618,0,3,26.0,1,0,16.1,2,1,4,-1,0,8.05,78.0,1,0
619,1,2,4.0,2,1,39.0,2,3,2,6,1,9.75,8.0,1,0
620,0,2,26.0,0,0,10.5,2,0,3,-1,0,10.5,52.0,0,1
621,0,3,27.0,1,0,14.4542,0,1,3,-1,0,7.2271,81.0,0,1
622,1,1,42.0,1,0,52.5542,2,1,3,4,-1,26.2771,42.0,0,1
623,1,3,20.0,1,1,15.7417,0,2,3,-1,0,5.247233333333333,60.0,0,1
624,0,3,21.0,0,0,7.8542,2,0,3,-1,0,7.8542,63.0,0,1
625,0,3,21.0,0,0,16.1,2,0,3,-1,0,16.1,63.0,0,1
626,0,1,61.0,0,0,32.3208,2,0,3,4,1,32.3208,61.0,0,1
627,0,2,57.0,0,0,12.35,1,0,3,-1,0,12.35,114.0,0,1
628,1,1,21.0,0,0,77.9583,2,0,2,4,-1,77.9583,21.0,1,0
629,0,3,26.0,0,0,7.8958,2,0,3,-1,0,7.8958,78.0,0,1
630,0,3,25.14061971830986,0,0,7.7333,1,0,3,-1,0,7.7333,75.42185915492958,0,1
631,1,1,80.0,0,0,30.0,2,0,3,1,-1,30.0,80.0,0,1
632,0,3,51.0,0,0,7.0542,2,0,3,-1,0,7.0542,153.0,0,1
633,1,1,32.0,0,0,30.5,0,0,4,2,1,30.5,32.0,0,1
